"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"15326",333,"3","1029.93",1,3,4,"At Risk"
"15327",52,"1","208.75",3,1,1,"Promising"
"15329",39,"5","1599.41",3,4,4,"Loyal Customers"
"15330",32,"2","714.96",4,2,3,"New Customers"
"15332",366,"4","1661.06",1,4,4,"At Risk"
"15333",208,"1","1028.56",2,2,4,"Lost Customers"
"15334",156,"3","350.82",2,3,2,"At Risk"
"15335",53,"1","170.22",3,1,1,"Promising"
"15339",66,"2","574.07",3,3,3,"Loyal Customers"
"15341",80,"1","2020.52",3,1,4,"Promising"
"15342",129,"1","406.09",2,1,2,"Lost Customers"
"15343",87,"1","364.50",3,2,2,"Promising"
"15344",0,"3","563.94",5,3,3,"Loyal Customers"
"15345",45,"1","393.54",3,2,2,"Promising"
"15346",332,"1","252.42",1,1,1,"Lost Customers"
"15347",366,"2","591.30",1,3,3,"At Risk"
"15348",72,"1","158.04",3,1,1,"Promising"
"15349",158,"2","463.91",2,3,2,"At Risk"
"15350",373,"2","547.60",1,3,3,"At Risk"
"15351",12,"7","1934.66",5,5,4,"Champions"
"15353",254,"4","1509.80",1,4,4,"At Risk"
"15355",29,"2","277.05",4,2,2,"New Customers"
"15356",31,"12","3041.31",4,5,5,"Champions"
"15358",4,"32","10935.44",5,5,5,"Champions"
"15359",693,"1","7.10",1,2,1,"Lost Customers"
"15360",39,"1","427.93",3,1,2,"Promising"
"15361",361,"1","418.92",1,1,2,"Lost Customers"
"15362",738,"1","310.75",1,2,2,"Lost Customers"
"15363",372,"1","326.00",1,2,2,"Lost Customers"
"15364",95,"2","913.19",2,2,3,"Lost Customers"
"15365",25,"7","2314.32",4,5,5,"Champions"
"15366",75,"2","602.51",3,3,3,"Loyal Customers"
"15367",57,"5","2663.21",3,4,5,"Loyal Customers"
"15368",21,"1","446.94",4,1,2,"New Customers"
"15369",697,"3","819.60",1,3,3,"At Risk"
"15370",40,"7","2386.05",3,5,5,"Loyal Customers"
"15372",137,"1","2007.40",2,1,4,"Lost Customers"
"15373",8,"12","2415.91",5,5,5,"Champions"
"15374",128,"1","168.00",2,1,1,"Lost Customers"
"15375",690,"1","60.96",1,2,1,"Lost Customers"
"15376",40,"3","1221.56",3,4,4,"Loyal Customers"
"15377",382,"2","606.60",1,3,3,"At Risk"
"15379",169,"7","3703.29",2,5,5,"At Risk"
"15380",8,"8","2367.68",5,5,5,"Champions"
"15381",213,"2","596.85",2,3,3,"At Risk"
"15382",14,"9","9244.09",5,5,5,"Champions"
"15384",169,"3","1751.29",2,4,4,"At Risk"
"15385",40,"2","634.28",3,3,3,"Loyal Customers"
"15386",186,"1","394.14",2,2,2,"Lost Customers"
"15388",270,"1","140.54",1,2,1,"Lost Customers"
"15389",172,"1","500.00",2,1,2,"Lost Customers"
"15392",4,"5","2043.38",5,4,4,"Champions"
"15393",16,"4","595.07",4,4,3,"Loyal Customers"
"15394",9,"5","2480.94",5,4,5,"Champions"
"15395",325,"1","107.45",1,1,1,"Lost Customers"
"15396",112,"1","288.18",2,2,2,"Lost Customers"
"15397",289,"1","94.00",1,1,1,"Lost Customers"
"15398",16,"2","1345.53",4,3,4,"Loyal Customers"
"15399",1,"3","815.77",5,3,3,"Loyal Customers"
"15400",92,"5","716.20",2,4,3,"At Risk"
"15402",148,"3","783.11",2,3,3,"At Risk"
"15403",730,"1","95.76",1,1,1,"Lost Customers"
"15404",375,"1","257.06",1,2,2,"Lost Customers"
"15405",189,"1","349.10",2,2,2,"Lost Customers"
"15406",31,"2","510.71",4,3,3,"Loyal Customers"
"15407",33,"4","1046.74",4,4,4,"Champions"
"15408",264,"1","267.18",1,2,2,"Lost Customers"
"15409",721,"1","131.25",1,2,1,"Lost Customers"
"15410",84,"8","3450.84",3,5,5,"Loyal Customers"
"15411",26,"4","1348.93",4,4,4,"Champions"
"15412",171,"1","190.53",2,1,1,"Lost Customers"
"15413",691,"5","6798.72",1,4,5,"At Risk"
"15414",9,"3","774.90",5,3,3,"Loyal Customers"
"15415",313,"1","559.61",1,1,3,"Lost Customers"
"15416",64,"4","3984.32",3,4,5,"Loyal Customers"
"15417",85,"1","508.80",3,1,3,"Promising"
"15419",24,"1","135.86",4,2,1,"New Customers"
"15420",725,"2","229.62",1,2,1,"Lost Customers"
"15421",58,"6","1982.42",3,4,4,"Loyal Customers"
"15422",323,"4","539.90",1,4,3,"At Risk"
"15423",38,"1","43.50",4,2,1,"New Customers"
"15424",254,"2","383.34",1,3,2,"At Risk"
"15426",19,"5","1404.07",4,4,4,"Champions"
"15427",33,"3","1430.54",4,4,4,"Champions"
"15428",15,"3","565.47",5,3,3,"Loyal Customers"
"15429",26,"2","397.35",4,3,2,"Loyal Customers"
"15432",23,"1","171.19",4,1,1,"New Customers"
"15433",213,"2","533.30",2,3,3,"At Risk"
"15434",8,"8","1521.93",5,5,4,"Champions"
"15435",22,"1","149.29",4,2,1,"New Customers"
"15436",12,"3","1067.75",5,3,4,"Loyal Customers"
"15437",262,"1","200.16",1,1,1,"Lost Customers"
"15438",131,"1","156.58",2,1,1,"Lost Customers"
"15440",54,"3","383.68",3,3,2,"Loyal Customers"
"15441",730,"1","301.57",1,2,2,"Lost Customers"
"15442",248,"1","594.00",2,1,3,"Lost Customers"
"15443",1,"7","3213.59",5,5,5,"Champions"
"15444",9,"2","1411.21",5,3,4,"Loyal Customers"
"15445",264,"1","113.50",1,2,1,"Lost Customers"
"15446",376,"2","292.41",1,2,2,"Lost Customers"
"15447",330,"1","155.17",1,1,1,"Lost Customers"
"15448",312,"1","494.64",1,1,2,"Lost Customers"
"15449",26,"3","974.52",4,3,3,"Loyal Customers"
"15450",30,"1","429.84",4,1,2,"New Customers"
"15452",29,"4","709.26",4,4,3,"Loyal Customers"
"15453",1,"7","1371.77",5,5,4,"Champions"
"15454",362,"1","179.10",1,1,1,"Lost Customers"
"15456",283,"6","1053.86",1,5,4,"At Risk"
"15457",262,"1","237.07",1,1,1,"Lost Customers"
"15458",25,"1","161.64",4,1,1,"New Customers"
"15460",354,"1","214.26",1,1,1,"Lost Customers"
"15462",94,"3","234.60",2,3,1,"At Risk"
"15463",29,"1","126.14",4,2,1,"New Customers"
"15464",338,"1","1044.65",1,1,4,"Lost Customers"
"15465",19,"23","8987.82",4,5,5,"Champions"
"15466",85,"3","1401.21",3,4,4,"Loyal Customers"
"15467",9,"3","524.88",5,3,3,"Loyal Customers"
"15468",51,"3","1430.48",3,4,4,"Loyal Customers"
"15469",50,"2","538.55",3,3,3,"Loyal Customers"
"15471",2,"2","1022.76",5,2,4,"New Customers"
"15472",113,"1","371.56",2,2,2,"Lost Customers"
"15473",14,"7","1771.20",5,5,4,"Champions"
"15475",77,"1","454.11",3,1,2,"Promising"
"15476",380,"3","1372.55",1,4,4,"At Risk"
"15478",40,"2","1399.92",3,3,4,"Loyal Customers"
"15479",733,"1","147.40",1,2,1,"Lost Customers"
"15480",116,"1","905.50",2,2,3,"Lost Customers"
"15482",15,"15","11900.01",5,5,5,"Champions"
"15483",161,"5","402.60",2,4,2,"At Risk"
"15484",1,"5","4279.91",5,4,5,"Champions"
"15485",30,"5","3466.34",4,4,5,"Champions"
"15488",92,"1","91.32",2,1,1,"Lost Customers"
"15489",22,"4","1348.28",4,4,4,"Champions"
"15491",95,"6","3100.09",2,5,5,"At Risk"
"15492",28,"2","659.46",4,3,3,"Loyal Customers"
"15493",32,"6","2961.75",4,5,5,"Champions"
"15494",21,"3","2174.19",4,4,5,"Champions"
"15495",379,"1","246.50",1,1,1,"Lost Customers"
"15497",17,"5","4074.48",4,4,5,"Champions"
"15498",2,"32","18080.63",5,5,5,"Champions"
"15499",723,"1","158.65",1,1,1,"Lost Customers"
"15500",8,"4","1131.56",5,4,4,"Champions"
"15502",15,"12","10384.93",5,5,5,"Champions"
"15503",362,"2","257.30",1,2,2,"Lost Customers"
"15504",81,"1","52.83",3,2,1,"Promising"
"15505",52,"5","3610.96",3,4,5,"Loyal Customers"
"15506",22,"4","1368.52",4,4,4,"Champions"
"15507",171,"1","475.86",2,1,2,"Lost Customers"
"15508",189,"6","1000.27",2,5,4,"At Risk"
"15509",380,"1","152.41",1,1,1,"Lost Customers"
"15510",330,"1","250.00",1,1,1,"Lost Customers"
"15511",11,"5","900.53",5,4,3,"Loyal Customers"
"15512",155,"3","292.58",2,3,2,"At Risk"
"15513",33,"20","16031.72",4,5,5,"Champions"
"15514",12,"15","5790.11",5,5,5,"Champions"
"15515",387,"1","171.81",1,1,1,"Lost Customers"
"15516",44,"3","62.43",3,3,1,"Loyal Customers"
"15517",233,"1","267.03",2,2,2,"Lost Customers"
"15518",64,"10","2553.84",3,5,5,"Loyal Customers"
"15519",383,"1","197.50",1,1,1,"Lost Customers"
"15520",1,"1","343.50",5,2,2,"New Customers"
"15521",40,"9","3531.92",3,5,5,"Loyal Customers"
"15522",32,"2","397.99",4,3,2,"Loyal Customers"
"15523",84,"5","5509.96",3,4,5,"Loyal Customers"
"15524",24,"1","440.00",4,1,2,"New Customers"
"15525",2,"4","890.22",5,4,3,"Loyal Customers"
"15526",33,"2","148.44",4,2,1,"New Customers"
"15527",18,"10","3034.94",4,5,5,"Champions"
"15528",254,"1","229.33",1,1,1,"Lost Customers"
"15529",22,"11","3962.60",4,5,5,"Champions"
"15530",21,"4","1497.31",4,4,4,"Champions"
"15531",8,"2","1972.39",5,3,4,"Loyal Customers"
"15532",25,"6","2099.02",4,4,4,"Champions"
"15533",19,"3","807.57",4,3,3,"Loyal Customers"
"15534",725,"1","162.25",1,1,1,"Lost Customers"
"15535",173,"4","502.90",2,4,2,"At Risk"
"15537",163,"1","110.92",2,1,1,"Lost Customers"
"15539",7,"1","538.46",5,1,3,"New Customers"
"15540",11,"2","460.68",5,3,2,"Loyal Customers"
"15541",114,"1","85.13",2,1,1,"Lost Customers"
"15542",737,"2","509.78",1,3,3,"At Risk"
"15543",288,"1","127.86",1,2,1,"Lost Customers"
"15544",9,"9","3546.71",5,5,5,"Champions"
"15545",54,"2","288.97",3,2,2,"Promising"
"15547",7,"17","6523.13",5,5,5,"Champions"
"15549",77,"4","1952.66",3,4,4,"Loyal Customers"
"15550",4,"10","1950.33",5,5,4,"Champions"
"15551",36,"1","436.06",4,1,2,"New Customers"
"15552",217,"1","90.12",2,1,1,"Lost Customers"
"15553",60,"1","428.93",3,1,2,"Promising"
"15554",277,"1","217.20",1,1,1,"Lost Customers"
"15555",12,"19","6349.20",5,5,5,"Champions"
"15556",24,"1","279.77",4,2,2,"New Customers"
"15557",28,"1","468.91",4,1,2,"New Customers"
"15561",11,"5","900.79",5,4,3,"Loyal Customers"
"15562",351,"2","493.11",1,3,2,"At Risk"
"15563",22,"4","1400.44",4,4,4,"Champions"
"15565",50,"2","173.16",3,2,1,"Promising"
"15566",392,"2","227.87",1,2,1,"Lost Customers"
"15567",18,"1","186.01",4,1,1,"New Customers"
"15568",2,"3","758.29",5,3,3,"Loyal Customers"
"15569",103,"6","1564.38",2,4,4,"At Risk"
"15570",7,"14","4748.97",5,5,5,"Champions"
"15571",11,"7","2065.64",5,5,4,"Champions"
"15572",4,"8","3059.09",5,5,5,"Champions"
"15573",31,"3","869.27",4,3,3,"Loyal Customers"
"15574",177,"4","675.64",2,4,3,"At Risk"
"15576",37,"1","921.37",4,2,3,"New Customers"
"15577",151,"5","396.03",2,4,2,"At Risk"
"15578",162,"1","127.10",2,2,1,"Lost Customers"
"15579",68,"3","497.92",3,3,2,"Loyal Customers"
"15580",376,"1","148.90",1,2,1,"Lost Customers"
"15581",120,"25","4629.52",2,5,5,"At Risk"
"15582",24,"3","682.91",4,3,3,"Loyal Customers"
"15583",376,"1","95.96",1,1,1,"Lost Customers"
"15584",23,"4","720.86",4,4,3,"Loyal Customers"
"15585",176,"1","455.30",2,1,2,"Lost Customers"
"15586",700,"1","680.22",1,1,3,"Lost Customers"
"15587",50,"5","1014.48",3,4,4,"Loyal Customers"
"15589",255,"3","478.53",1,3,2,"At Risk"
"15590",382,"1","167.64",1,1,1,"Lost Customers"
"15592",46,"1","388.58",3,2,2,"Promising"
"15593",70,"1","199.80",3,1,1,"Promising"
"15594",15,"5","1771.78",5,4,4,"Champions"
"15596",100,"6","1733.20",2,4,4,"At Risk"
"15597",35,"1","324.57",4,2,2,"New Customers"
"15598",53,"1","240.68",3,1,1,"Promising"
"15599",26,"2","761.74",4,2,3,"New Customers"
"15601",11,"20","9237.61",5,5,5,"Champions"
"15602",8,"11","1843.38",5,5,4,"Champions"
"15603",78,"1","48.48",3,2,1,"Promising"
"15604",52,"1","216.39",3,1,1,"Promising"
"15605",36,"6","1325.93",4,4,4,"Champions"
"15606",61,"10","3228.83",3,5,5,"Loyal Customers"
"15607",336,"3","815.84",1,3,3,"At Risk"
"15608",28,"4","1093.68",4,4,4,"Champions"
"15609",184,"1","298.48",2,2,2,"Lost Customers"
"15610",51,"1","112.46",3,2,1,"Promising"
"15611",9,"14","1660.00",5,5,4,"Champions"
"15612",36,"2","195.15",4,2,1,"New Customers"
"15615",10,"27","12889.61",5,5,5,"Champions"
"15618",32,"4","776.85",4,4,3,"Loyal Customers"
"15619",10,"1","336.40",5,2,2,"New Customers"
"15620",56,"3","1553.18",3,4,4,"Loyal Customers"
"15621",4,"4","1293.03",5,4,4,"Champions"
"15622",43,"9","3709.56",3,5,5,"Loyal Customers"
"15623",141,"3","940.73",2,3,3,"At Risk"
"15624",116,"4","588.13",2,4,3,"At Risk"
"15625",103,"5","2077.59",2,4,4,"At Risk"
"15626",74,"2","675.80",3,3,3,"Loyal Customers"
"15628",4,"10","3156.52",5,5,5,"Champions"
"15630",45,"2","1186.35",3,3,4,"Loyal Customers"
"15632",15,"8","3285.31",5,5,5,"Champions"
"15633",693,"2","498.19",1,3,2,"At Risk"
"15634",17,"2","554.65",4,3,3,"Loyal Customers"
"15636",89,"2","724.76",2,2,3,"Lost Customers"
"15637",52,"2","512.24",3,3,3,"Loyal Customers"
"15638",378,"1","582.00",1,1,3,"Lost Customers"
"15639",134,"1","425.32",2,1,2,"Lost Customers"
"15640",4,"18","15318.05",5,5,5,"Champions"
"15641",105,"6","2976.81",2,5,5,"At Risk"
"15642",729,"1","105.78",1,1,1,"Lost Customers"
"15643",191,"3","664.00",2,3,3,"At Risk"
"15644",166,"4","803.54",2,4,3,"At Risk"
"15645",18,"1","612.01",4,1,3,"New Customers"
"15646",157,"3","447.64",2,3,2,"At Risk"
"15648",204,"2","639.50",2,3,3,"At Risk"
"15649",336,"4","1660.35",1,4,4,"At Risk"
"15651",36,"3","646.30",4,3,3,"Loyal Customers"
"15652",91,"2","650.49",2,3,3,"At Risk"
"15653",92,"2","877.44",2,2,3,"Lost Customers"
"15654",9,"2","922.53",5,2,3,"New Customers"
"15655",243,"1","560.67",2,1,3,"Lost Customers"
"15656",45,"4","748.50",3,4,3,"Loyal Customers"
"15657",22,"1","30.00",4,1,1,"New Customers"
"15658",190,"6","1345.75",2,4,4,"At Risk"
"15659",43,"2","424.05",3,3,2,"Loyal Customers"
"15660",25,"10","1824.46",4,5,4,"Champions"
"15661",317,"3","387.60",1,3,2,"At Risk"
"15662",738,"1","105.85",1,1,1,"Lost Customers"
"15663",106,"1","138.14",2,2,1,"Lost Customers"
"15664",50,"1","386.43",3,2,2,"Promising"
"15665",168,"2","2222.21",2,3,5,"At Risk"
"15667",39,"1","301.32",4,2,2,"New Customers"
"15668",217,"1","76.32",2,1,1,"Lost Customers"
"15669",40,"4","684.34",3,4,3,"Loyal Customers"
"15670",296,"1","173.05",1,1,1,"Lost Customers"
"15671",18,"7","2657.13",4,5,5,"Champions"
"15672",725,"1","45.30",1,2,1,"Lost Customers"
"15673",88,"4","2726.23",3,4,5,"Loyal Customers"
"15674",73,"6","2909.06",3,5,5,"Loyal Customers"
"15675",81,"3","323.69",3,3,2,"Loyal Customers"
"15676",18,"3","3435.76",4,4,5,"Champions"
"15677",49,"1","657.23",3,1,3,"Promising"
"15678",52,"1","352.70",3,2,2,"Promising"
"15679",24,"4","781.28",4,4,3,"Loyal Customers"
"15680",9,"4","1645.18",5,4,4,"Champions"
"15681",25,"9","1823.14",4,5,4,"Champions"
"15683",117,"1","193.75",2,1,1,"Lost Customers"
"15684",701,"2","119.30",1,2,1,"Lost Customers"
"15687",8,"9","2993.10",5,5,5,"Champions"
"15689",119,"2","254.10",2,2,2,"Lost Customers"
"15690",4,"2","239.76",5,2,1,"New Customers"
"15691",252,"2","298.60",1,3,2,"At Risk"
"15692",28,"1","191.04",4,1,1,"New Customers"
"15694",0,"15","6837.27",5,5,5,"Champions"
"15695",266,"2","409.98",1,3,2,"At Risk"
"15696",33,"8","2711.11",4,5,5,"Champions"
"15697",689,"1","246.75",1,1,1,"Lost Customers"
"15699",17,"1","309.65",4,2,2,"New Customers"
"15700",172,"2","696.68",2,3,3,"At Risk"
"15701",2,"4","1529.00",5,4,4,"Champions"
"15703",264,"1","211.50",1,1,1,"Lost Customers"
"15704",140,"4","2293.62",2,4,5,"At Risk"
"15705",201,"1","143.10",2,2,1,"Lost Customers"
"15706",63,"4","1060.56",3,4,4,"Loyal Customers"
"15707",35,"4","916.98",4,4,3,"Loyal Customers"
"15708",40,"8","3542.68",3,5,5,"Loyal Customers"
"15709",283,"1","133.25",1,2,1,"Lost Customers"
"15712",9,"8","2230.31",5,5,5,"Champions"
"15713",143,"3","600.56",2,3,3,"At Risk"
"15714",11,"2","330.03",5,3,2,"Loyal Customers"
"15716",145,"5","1315.28",2,4,4,"At Risk"
"15717",234,"1","150.30",2,2,1,"Lost Customers"
"15719",32,"16","6100.02",4,5,5,"Champions"
"15720",24,"1","598.73",4,1,3,"New Customers"
"15721",11,"1","471.40",5,1,2,"New Customers"
"15722",35,"5","2211.21",4,4,5,"Champions"
"15723",364,"1","190.70",1,1,1,"Lost Customers"
"15724",201,"2","218.25",2,2,1,"Lost Customers"
"15725",15,"1","415.25",5,1,2,"New Customers"
"15726",390,"1","321.91",1,2,2,"Lost Customers"
"15727",16,"8","5322.36",4,5,5,"Champions"
"15728",379,"1","297.00",1,2,2,"Lost Customers"
"15729",212,"1","85.00",2,1,1,"Lost Customers"
"15730",65,"4","1438.38",3,4,4,"Loyal Customers"
"15732",212,"2","294.12",2,3,2,"At Risk"
"15733",282,"1","162.30",1,1,1,"Lost Customers"
"15734",114,"2","1339.45",2,3,4,"At Risk"
"15737",14,"8","1188.12",5,5,4,"Champions"
"15738",18,"19","5731.67",4,5,5,"Champions"
"15739",66,"1","449.12",3,1,2,"Promising"
"15740",49,"1","154.88",3,1,1,"Promising"
"15743",16,"4","775.96",4,4,3,"Loyal Customers"
"15744",77,"1","34.80",3,2,1,"Promising"
"15745",19,"4","1094.59",4,4,4,"Champions"
"15746",134,"1","196.88",2,1,1,"Lost Customers"
"15747",12,"5","1589.47",5,4,4,"Champions"
"15748",40,"1","144.36",3,2,1,"Promising"
"15749",235,"3","44534.30",2,4,5,"At Risk"
"15750",2,"12","3780.41",5,5,5,"Champions"
"15751",726,"4","573.29",1,4,3,"At Risk"
"15752",39,"7","2626.60",3,5,5,"Loyal Customers"
"15753",304,"1","79.20",1,1,1,"Lost Customers"
"15754",51,"3","458.57",3,3,2,"Loyal Customers"
"15755",10,"9","3361.69",5,5,5,"Champions"
"15756",61,"4","528.01",3,4,3,"Loyal Customers"
"15757",65,"3","1552.04",3,4,4,"Loyal Customers"
"15758",24,"1","205.25",4,1,1,"New Customers"
"15759",218,"4","378.77",2,4,2,"At Risk"
"15762",65,"2","583.75",3,3,3,"Loyal Customers"
"15763",31,"2","1086.92",4,2,4,"New Customers"
"15764",88,"6","3279.97",3,5,5,"Loyal Customers"
"15766",64,"1","315.06",3,2,2,"Promising"
"15768",115,"10","4296.67",2,5,5,"At Risk"
"15769",7,"31","63580.52",5,5,5,"Champions"
"15771",693,"1","316.25",1,2,2,"Lost Customers"
"15773",5,"1","635.68",5,1,3,"New Customers"
"15774",68,"1","270.80",3,2,2,"Promising"
"15775",245,"1","104.90",2,1,1,"Lost Customers"
"15776",133,"1","241.62",2,1,1,"Lost Customers"
"15777",241,"4","1047.11",2,4,4,"At Risk"
"15780",183,"3","475.28",2,3,2,"At Risk"
"15781",25,"3","345.46",4,3,2,"Loyal Customers"
"15782",9,"3","2614.74",5,4,5,"Champions"
"15783",10,"1","246.30",5,1,1,"New Customers"
"15785",32,"8","3145.76",4,5,5,"Champions"
"15786",46,"3","4919.00",3,4,5,"Loyal Customers"
"15787",26,"3","933.26",4,3,3,"Loyal Customers"
"15789",358,"1","351.30",1,2,2,"Lost Customers"
"15790",10,"1","218.75",5,1,1,"New Customers"
"15791",43,"2","1612.69",3,3,4,"Loyal Customers"
"15793",14,"5","1572.85",5,4,4,"Champions"
"15794",736,"2","777.00",1,2,3,"Lost Customers"
"15795",149,"2","722.96",2,2,3,"Lost Customers"
"15796",1,"10","3097.71",5,5,5,"Champions"
"15797",113,"4","2207.40",2,4,5,"At Risk"
"15799",75,"3","884.14",3,3,3,"Loyal Customers"
"15800",107,"2","696.89",2,3,3,"At Risk"
"15801",46,"3","1063.95",3,3,4,"Loyal Customers"
"15802",142,"1","451.42",2,1,2,"Lost Customers"
"15803",51,"1","415.82",3,1,2,"Promising"
"15804",0,"13","4206.39",5,5,5,"Champions"
"15805",23,"19","6698.18",4,5,5,"Champions"
"15806",46,"3","784.58",3,3,3,"Loyal Customers"
"15807",50,"3","903.90",3,3,3,"Loyal Customers"
"15808",306,"8","8436.61",1,5,5,"At Risk"
"15809",36,"5","515.77",4,4,3,"Loyal Customers"
"15810",78,"5","1840.02",3,4,4,"Loyal Customers"
"15811",22,"7","3486.15",4,5,5,"Champions"
"15812",107,"7","2263.32",2,5,5,"At Risk"
"15813",207,"2","1303.91",2,3,4,"At Risk"
"15814",16,"5","2340.36",4,4,5,"Champions"
"15815",63,"5","2100.60",3,4,4,"Loyal Customers"
"15819",49,"4","1905.45",3,4,4,"Loyal Customers"
"15820",319,"1","206.98",1,1,1,"Lost Customers"
"15821",44,"2","570.96",3,3,3,"Loyal Customers"
"15822",3,"3","1359.79",5,4,4,"Champions"
"15823",372,"3","3882.17",1,4,5,"At Risk"
"15825",172,"1","532.94",2,1,3,"Lost Customers"
"15826",56,"3","1654.31",3,4,4,"Loyal Customers"
"15827",73,"15","2064.39",3,5,4,"Loyal Customers"
"15828",375,"1","1108.82",1,1,4,"Lost Customers"
"15829",99,"2","636.14",2,3,3,"At Risk"
"15830",37,"1","576.00",4,1,3,"New Customers"
"15831",58,"3","794.64",3,3,3,"Loyal Customers"
"15832",254,"1","836.79",1,1,3,"Lost Customers"
"15833",737,"1","80.40",1,1,1,"Lost Customers"
"15834",70,"6","2627.69",3,5,5,"Loyal Customers"
"15835",44,"4","954.09",3,4,3,"Loyal Customers"
"15836",50,"1","137.37",3,2,1,"Promising"
"15837",64,"1","391.98",3,2,2,"Promising"
"15838",11,"22","35059.20",5,5,5,"Champions"
"15839",33,"3","1048.49",4,3,4,"Loyal Customers"
"15840",58,"2","355.56",3,3,2,"Loyal Customers"
"15841",72,"7","2019.00",3,5,4,"Loyal Customers"
"15843",303,"1","118.95",1,2,1,"Lost Customers"
"15844",46,"1","130.74",3,2,1,"Promising"
"15845",17,"8","3711.77",4,5,5,"Champions"
"15846",385,"1","107.01",1,1,1,"Lost Customers"
"15847",38,"2","389.27",4,3,2,"Loyal Customers"
"15850",19,"5","896.11",4,4,3,"Loyal Customers"
"15852",186,"2","160.71",2,2,1,"Lost Customers"
"15853",51,"1","110.80",3,1,1,"Promising"
"15854",4,"15","4012.81",5,5,5,"Champions"
"15855",136,"5","712.24",2,4,3,"At Risk"
"15856",4,"36","23191.98",5,5,5,"Champions"
"15857",18,"1","297.00",4,2,2,"New Customers"
"15858",15,"7","1684.46",5,5,4,"Champions"
"15860",40,"12","1664.59",3,5,4,"Loyal Customers"
"15861",12,"8","3146.92",5,5,5,"Champions"
"15862",8,"8","1533.34",5,5,4,"Champions"
"15863",25,"3","206.14",4,3,1,"Loyal Customers"
"15864",22,"7","2180.76",4,5,5,"Champions"
"15865",40,"4","1601.68",3,4,4,"Loyal Customers"
"15866",101,"1","211.89",2,1,1,"Lost Customers"
"15867",5,"18","5134.91",5,5,5,"Champions"
"15869",277,"2","149.64",1,2,1,"Lost Customers"
"15870",32,"1","351.44",4,2,2,"New Customers"
"15872",14,"3","610.21",5,3,3,"Loyal Customers"
"15874",63,"11","7337.30",3,5,5,"Loyal Customers"
"15877",1,"2","490.33",5,3,2,"Loyal Customers"
"15878",733,"1","212.13",1,1,1,"Lost Customers"
"15879",722,"1","121.04",1,1,1,"Lost Customers"
"15880",369,"1","329.03",1,2,2,"Lost Customers"
"15881",312,"5","501.39",1,4,2,"At Risk"
"15882",198,"6","838.65",2,5,3,"At Risk"
"15883",2,"2","396.48",5,3,2,"Loyal Customers"
"15884",736,"1","236.70",1,1,1,"Lost Customers"
"15885",92,"4","506.85",2,4,2,"At Risk"
"15886",60,"1","181.09",3,1,1,"Promising"
"15888",80,"1","168.31",3,1,1,"Promising"
"15889",156,"5","1014.43",2,4,4,"At Risk"
"15891",226,"1","511.68",2,1,3,"Lost Customers"
"15894",253,"2","258.25",1,2,2,"Lost Customers"
"15895",149,"1","179.17",2,1,1,"Lost Customers"
"15897",194,"2","208.59",2,2,1,"Lost Customers"
"15898",1,"7","2050.38",5,5,4,"Champions"
"15899",368,"1","56.25",1,2,1,"Lost Customers"
"15900",23,"1","337.28",4,2,2,"New Customers"
"15901",16,"3","351.73",4,3,2,"Loyal Customers"
"15902",380,"1","145.01",1,2,1,"Lost Customers"
"15903",9,"9","6185.12",5,5,5,"Champions"
"15904",8,"1","164.68",5,1,1,"New Customers"
"15906",19,"8","2122.89",4,5,4,"Champions"
"15907",3,"3","882.72",5,3,3,"Loyal Customers"
"15909",173,"1","191.94",2,1,1,"Lost Customers"
"15910",0,"8","1228.88",5,5,4,"Champions"
"15911",717,"3","846.05",1,3,3,"At Risk"
"15912",178,"5","700.41",2,4,3,"At Risk"
"15914",378,"2","205.99",1,2,1,"Lost Customers"
"15916",16,"10","2038.19",4,5,4,"Champions"
"15917",247,"4","411.42",2,4,2,"At Risk"
"15918",190,"2","334.23",2,3,2,"At Risk"
"15919",19,"2","525.69",4,3,3,"Loyal Customers"
"15920",154,"6","289.09",2,5,2,"At Risk"
"15921",172,"1","323.03",2,2,2,"Lost Customers"
"15922",373,"1","369.50",1,2,2,"Lost Customers"
"15923",372,"1","127.08",1,2,1,"Lost Customers"
"15924",731,"1","102.82",1,1,1,"Lost Customers"
"15925",194,"1","207.15",2,1,1,"Lost Customers"
"15930",67,"1","426.63",3,1,2,"Promising"
"15932",4,"8","2495.87",5,5,5,"Champions"
"15933",21,"3","1107.46",4,3,4,"Loyal Customers"
"15935",239,"2","416.86",2,3,2,"At Risk"
"15936",379,"1","111.17",1,1,1,"Lost Customers"
"15937",64,"1","145.35",3,2,1,"Promising"
"15938",112,"5","404.58",2,4,2,"At Risk"
"15939",89,"16","9060.39",2,5,5,"At Risk"
"15940",311,"1","35.80",1,2,1,"Lost Customers"
"15942",133,"1","337.44",2,2,2,"Lost Customers"
"15944",276,"2","913.50",1,2,3,"Lost Customers"
"15945",365,"3","532.32",1,3,3,"At Risk"
"15947",82,"1","1708.24",3,1,4,"Promising"
"15948",8,"2","955.24",5,2,3,"New Customers"
"15949",16,"2","364.72",4,3,2,"Loyal Customers"
"15950",31,"5","2947.36",4,4,5,"Champions"
"15951",8,"3","1013.17",5,3,4,"Loyal Customers"
"15952",33,"4","781.91",4,4,3,"Loyal Customers"
"15953",15,"10","2158.52",4,5,4,"Champions"
"15955",24,"14","4416.26",4,5,5,"Champions"
"15956",726,"1","326.40",1,2,2,"Lost Customers"
